2025-05-29T21:32:35.054Z,192.168.1.113,instagram.com,type=65
2025-05-29T21:32:35.054Z,192.168.1.113,instagram.com,A
2025-05-29T21:32:35.054Z,192.168.1.113,instagram.com,AAAA
2025-05-29T21:39:20.215Z,192.168.1.113,www.facebook.com,AAAA
2025-05-29T21:39:20.215Z,BLOCKED_RESPONSE,www.facebook.com,::
2025-05-29T21:39:20.215Z,192.168.1.113,www.facebook.com,A
2025-05-29T21:39:20.215Z,BLOCKED_RESPONSE,www.facebook.com,0.0.0.0
2025-05-29T21:39:20.215Z,192.168.1.113,www.facebook.com,AAAA
2025-05-29T21:39:20.215Z,BLOCKED_RESPONSE,www.facebook.com,::
2025-05-29T21:39:20.215Z,192.168.1.113,www.facebook.com,A
2025-05-29T21:39:20.215Z,BLOCKED_RESPONSE,www.facebook.com,0.0.0.0
2025-05-29T21:39:50.232Z,192.168.1.113,www.facebook.com,AAAA
2025-05-29T21:39:50.232Z,BLOCKED_RESPONSE,www.facebook.com,::
2025-05-29T21:39:50.232Z,192.168.1.113,www.facebook.com,A
2025-05-29T21:39:50.232Z,BLOCKED_RESPONSE,www.facebook.com,0.0.0.0
2025-05-29T21:40:10.253Z,192.168.1.113,instagram.com,A
2025-05-29T21:40:10.253Z,BLOCKED_RESPONSE,instagram.com,0.0.0.0
2025-05-29T21:40:10.253Z,192.168.1.113,instagram.com,AAAA
2025-05-29T21:40:10.253Z,BLOCKED_RESPONSE,instagram.com,::
2025-05-29T21:40:10.253Z,192.168.1.113,instagram.com,A
2025-05-29T21:40:10.253Z,BLOCKED_RESPONSE,instagram.com,0.0.0.0
2025-05-29T21:40:10.253Z,192.168.1.113,instagram.com,AAAA
2025-05-29T21:40:10.253Z,BLOCKED_RESPONSE,instagram.com,::
2025-05-29T21:41:00.278Z,192.168.1.113,www.facebook.com,A
2025-05-29T21:41:00.278Z,BLOCKED_RESPONSE,www.facebook.com,0.0.0.0
2025-05-29T21:41:00.278Z,192.168.1.113,www.facebook.com,AAAA
2025-05-29T21:41:00.278Z,BLOCKED_RESPONSE,www.facebook.com,::
2025-05-29T21:41:10.286Z,192.168.1.113,instagram.com,A
2025-05-29T21:41:10.286Z,BLOCKED_RESPONSE,instagram.com,0.0.0.0
2025-05-29T21:41:10.286Z,192.168.1.113,instagram.com,AAAA
2025-05-29T21:41:10.286Z,BLOCKED_RESPONSE,instagram.com,::
2025-05-29T21:42:32.168Z,192.168.1.113,instagram.com,A
2025-05-29T21:42:32.168Z,192.168.1.113,instagram.com,AAAA
2025-05-29T21:43:17.612Z,192.168.1.113,www.facebook.com,AAAA
2025-05-29T21:43:17.612Z,BLOCKED_RESPONSE,www.facebook.com,::
2025-05-29T21:43:17.612Z,192.168.1.113,www.facebook.com,A
2025-05-29T21:43:17.612Z,BLOCKED_RESPONSE,www.facebook.com,0.0.0.0
2025-05-29T21:43:17.612Z,192.168.1.113,www.facebook.com,AAAA
2025-05-29T21:43:17.612Z,BLOCKED_RESPONSE,www.facebook.com,::
2025-05-29T21:43:17.612Z,192.168.1.113,www.facebook.com,A
2025-05-29T21:43:17.612Z,BLOCKED_RESPONSE,www.facebook.com,0.0.0.0
